ts,td,pkt,byt
1458298124364000.0,1000000,1064,128316
1458298125364000.0,1000000,4352,405704
1458298126364000.0,1000000,62,7713
1458298127364000.0,1000000,4276,297419
1458298128364000.0,1000000,618,65843
1458298129364000.0,1000000,178,11096
1458298130364000.0,1000000,4306,422510
1458298131364000.0,1000000,30610,18753797
1458298132364000.0,1000000,6945,5705729
1458298133364000.0,1000000,19353,2235650
1458298134364000.0,1000000,978,109937
1458298135364000.0,1000000,31,992
1458298136364000.0,1000000,828,92118
1458298137364000.0,1000000,7864,940081
1458298138364000.0,1000000,700,44657
1458298139364000.0,1000000,501,34504
1458298140364000.0,1000000,3849,329500
1458298141364000.0,1000000,325,37127
1458298142364000.0,1000000,1990,252602
1458298143364000.0,1000000,2933,200914
1458298144364000.0,1000000,416,48189
1458298145364000.0,1000000,494,29746
1458298146364000.0,1000000,1372,189036
1458298147364000.0,1000000,1978,208356
1458298148364000.0,1000000,1718,152787
1458298149364000.0,1000000,562,39740
1458298150364000.0,1000000,1350,130404
1458298151364000.0,1000000,674,70764
1458298152364000.0,1000000,871,87266
1458298153364000.0,1000000,2720,332356
1458298154364000.0,1000000,629,49144
1458298155364000.0,1000000,62,1984
1458298156364000.0,1000000,5806,571384
1458298157364000.0,1000000,1652,162413
1458298158364000.0,1000000,391,47123
1458298159364000.0,1000000,6527,521868
1458298160364000.0,1000000,563,29962
1458298161364000.0,1000000,11590,5556851
1458298162364000.0,1000000,349,47045
1458298163364000.0,1000000,3146,578433
1458298164364000.0,1000000,303,14506
1458298165364000.0,1000000,3346,447918
1458298166364000.0,1000000,14585,18567376
1458298167364000.0,1000000,2333,212004
1458298168364000.0,1000000,159,11821
1458298169364000.0,1000000,31,992
1458298170364000.0,1000000,42425,4683760
1458298171364000.0,1000000,7617,9495974
1458298172364000.0,1000000,811,235039
1458298173364000.0,1000000,5275,1879113
1458298174364000.0,1000000,2836,270968
1458298175364000.0,1000000,3178,306040
1458298176364000.0,1000000,2225,240586
1458298177364000.0,1000000,7569,5538085
1458298178364000.0,1000000,90,3684
1458298179364000.0,1000000,3635,242569
1458298180364000.0,1000000,7869,864311
1458298181364000.0,1000000,1267,109417
1458298182364000.0,1000000,1709,130333
1458298183364000.0,1000000,316,39592
1458298184364000.0,1000000,3143,369697
1458298185364000.0,1000000,3264,326259
1458298186364000.0,1000000,4527,881990
1458298187364000.0,1000000,6367,656937
1458298188364000.0,1000000,367,42280
1458298189364000.0,1000000,2289,235677
1458298190364000.0,1000000,266,36411
1458298191364000.0,1000000,2384,301221
1458298192364000.0,1000000,1188,158513
1458298193364000.0,1000000,114,6587
1458298194364000.0,1000000,91,4352
1458298195364000.0,1000000,589,18848
1458298196364000.0,1000000,347,39424
1458298197364000.0,1000000,824,89762
1458298198364000.0,1000000,2590,233692
1458298199364000.0,1000000,6962,847919
1458298200364000.0,1000000,973,83912
1458298201364000.0,1000000,2351,149662
1458298202364000.0,1000000,2127,214899
1458298203364000.0,1000000,2341,269421
1458298204364000.0,1000000,1010,88023
1458298205364000.0,1000000,122,12678
1458298206364000.0,1000000,1404,160788
1458298207364000.0,1000000,6053,929327
1458298208364000.0,1000000,2767,1241622
1458298209364000.0,1000000,7900,1127602
1458298210364000.0,1000000,2384,2424640
1458298211364000.0,1000000,6689,1194017
1458298212364000.0,1000000,2225,373085
1458298213364000.0,1000000,31905,7479868
1458298214364000.0,1000000,15043,1369432
1458298215364000.0,1000000,5269,676683
1458298216364000.0,1000000,2098,253238
1458298217364000.0,1000000,16253,10730009
1458298218364000.0,1000000,10317,723150
1458298219364000.0,1000000,2447,2535119
1458298220364000.0,1000000,17999,13520514
1458298221364000.0,1000000,0,0
1458298222364000.0,1000000,745,42834
1458298223364000.0,1000000,3334,443239
1458298224364000.0,1000000,5577,421975
1458298225364000.0,1000000,7354,758790
1458298226364000.0,1000000,1147,106924
1458298227364000.0,1000000,5358,739765
1458298228364000.0,1000000,543,63375
1458298229364000.0,1000000,1581,125681
1458298230364000.0,1000000,2945,294871
1458298231364000.0,1000000,4241,439561
1458298232364000.0,1000000,1132,80321
1458298233364000.0,1000000,1378,140533
1458298234364000.0,1000000,14084,21074708
1458298235364000.0,1000000,4430,435160
1458298236364000.0,1000000,42785,57159851
1458298237364000.0,1000000,8972,5804039
1458298238364000.0,1000000,0,0
1458298239364000.0,1000000,491,50141
1458298240364000.0,1000000,408,34363
1458298241364000.0,1000000,155,6324
1458298242364000.0,1000000,33518,49552970
1458298243364000.0,1000000,835,84256
1458298244364000.0,1000000,93,3632
1458298245364000.0,1000000,4913,634902
1458298246364000.0,1000000,29740,8659235
1458298247364000.0,1000000,7768,769023
1458298248364000.0,1000000,5616,448733
1458298249364000.0,1000000,753,130082
1458298250364000.0,1000000,740,443742
1458298251364000.0,1000000,4654,707182
1458298252364000.0,1000000,1368,115881
1458298253364000.0,1000000,200,34561
1458298254364000.0,1000000,5319,393156
1458298255364000.0,1000000,14578,3048675
1458298256364000.0,1000000,8624,1401020
1458298257364000.0,1000000,5619,602345
1458298258364000.0,1000000,194,17086
1458298259364000.0,1000000,808,86027
1458298260364000.0,1000000,135,25632
1458298261364000.0,1000000,223,28691
1458298262364000.0,1000000,20,1763
1458298263364000.0,1000000,3803,251337
1458298264364000.0,1000000,155,4960
1458298265364000.0,1000000,310,9920
1458298266364000.0,1000000,10131,11977868
1458298267364000.0,1000000,2391,217458
1458298268364000.0,1000000,4064,348960
1458298269364000.0,1000000,295,13227
1458298270364000.0,1000000,2206,142367
1458298271364000.0,1000000,10025,7619316
1458298272364000.0,1000000,1768,182494
1458298273364000.0,1000000,17078,1955218
1458298274364000.0,1000000,16201,1833480
1458298275364000.0,1000000,10047,5543777
1458298276364000.0,1000000,3654,319176
1458298277364000.0,1000000,5219,637974
1458298278364000.0,1000000,579,303304
1458298279364000.0,1000000,19045,23964291
1458298280364000.0,1000000,2282,148330
1458298281364000.0,1000000,19284,3285273
1458298282364000.0,1000000,8451,561165
1458298283364000.0,1000000,194761,290637471
1458298284364000.0,1000000,2479,221076
1458298285364000.0,1000000,9892,1948913
1458298286364000.0,1000000,4870,398686
1458298287364000.0,1000000,32,1024
1458298288364000.0,1000000,2455,220698
1458298289364000.0,1000000,6727,1178964
1458298290364000.0,1000000,64,7750
1458298291364000.0,1000000,32061,3921964
1458298292364000.0,1000000,51258,32148669
1458298293364000.0,1000000,11818,5004471
1458298294364000.0,1000000,3213,602678
1458298295364000.0,1000000,931,94129
1458298296364000.0,1000000,2535,157038
1458298297364000.0,1000000,2552,960104
1458298298364000.0,1000000,2732,259928
1458298299364000.0,1000000,15030,5645384
1458298300364000.0,1000000,1440,539447
1458298301364000.0,1000000,1641,185723
1458298302364000.0,1000000,18218,6057133
1458298303364000.0,1000000,5846,5809432
1458298304364000.0,1000000,2866,344770
1458298305364000.0,1000000,12478,1056383
1458298306364000.0,1000000,5206,510835
1458298307364000.0,1000000,2407,254782
1458298308364000.0,1000000,3705,364704
1458298309364000.0,1000000,4522,451846
1458298310364000.0,1000000,2571,295820
1458298311364000.0,1000000,1319,138885
1458298312364000.0,1000000,330,48370
1458298313364000.0,1000000,1276,85832
1458298314364000.0,1000000,6171,2907200
1458298315364000.0,1000000,43639,3183451
1458298316364000.0,1000000,1590,183227
1458298317364000.0,1000000,1185,155595
1458298318364000.0,1000000,193,15934
1458298319364000.0,1000000,14946,1139559
1458298320364000.0,1000000,2855,284620
1458298321364000.0,1000000,6786,3121243
1458298322364000.0,1000000,2411,294195
1458298323364000.0,1000000,1189,125951
1458298324364000.0,1000000,4635,750380
1458298325364000.0,1000000,2803,663986
1458298326364000.0,1000000,3443,2736019
1458298327364000.0,1000000,5164,3277710
1458298328364000.0,1000000,6909,8495981
1458298329364000.0,1000000,3534,338655
1458298330364000.0,1000000,2458,212336
1458298331364000.0,1000000,13438,15599520
1458298332364000.0,1000000,16789,18550123
1458298333364000.0,1000000,4233,4135654
1458298334364000.0,1000000,4599,746120
1458298335364000.0,1000000,1889,727545
1458298336364000.0,1000000,2166,177938
1458298337364000.0,1000000,2839,320763
1458298338364000.0,1000000,883,154576
1458298339364000.0,1000000,2470,1922441
1458298340364000.0,1000000,13138,1740702
1458298341364000.0,1000000,755,257558
1458298342364000.0,1000000,261,103828
1458298343364000.0,1000000,6584,1701795
1458298344364000.0,1000000,3899,341734
1458298345364000.0,1000000,720,210918
1458298346364000.0,1000000,3151,867586
1458298347364000.0,1000000,1220,236308
1458298348364000.0,1000000,375,51165
1458298349364000.0,1000000,4403,1588457
1458298350364000.0,1000000,2846,387845
1458298351364000.0,1000000,4437,569575
1458298352364000.0,1000000,3564,371269
1458298353364000.0,1000000,1118,132647
1458298354364000.0,1000000,1569,642434
1458298355364000.0,1000000,2705,221308
1458298356364000.0,1000000,1923,440437
1458298357364000.0,1000000,152779,216552337
1458298358364000.0,1000000,2567,2972084
1458298359364000.0,1000000,3734,390785
1458298360364000.0,1000000,7078,877888
1458298361364000.0,1000000,12026,11346248
1458298362364000.0,1000000,5508,605706
1458298363364000.0,1000000,26226,4548166
1458298364364000.0,1000000,3499,819466
1458298365364000.0,1000000,5107,838524
1458298366364000.0,1000000,5595,3545314
1458298367364000.0,1000000,241482,246286320
1458298368364000.0,1000000,36092,5523255
1458298369364000.0,1000000,75257,16955335
1458298370364000.0,1000000,7924,3806254
1458298371364000.0,1000000,10020,3859047
1458298372364000.0,1000000,48066,52135084
1458298373364000.0,1000000,11578,1692761
1458298374364000.0,1000000,10588,5884462
1458298375364000.0,1000000,7144,1426805
1458298376364000.0,1000000,32435,6798624
1458298377364000.0,1000000,11136,4553584
1458298378364000.0,1000000,16843,2240795
1458298379364000.0,1000000,10556,2058613
1458298380364000.0,1000000,11528,4096551
1458298381364000.0,1000000,15355,2477345
1458298382364000.0,1000000,16884,12975783
1458298383364000.0,1000000,12472,2076264
1458298384364000.0,1000000,7473,1905147
1458298385364000.0,1000000,17591,10800089
1458298386364000.0,1000000,10545,4176706
1458298387364000.0,1000000,19265,4214250
1458298388364000.0,1000000,13925,2884817
1458298389364000.0,1000000,10828,4614445
1458298390364000.0,1000000,10624,6386074
1458298391364000.0,1000000,14731,6635044
1458298392364000.0,1000000,7620,1277368
1458298393364000.0,1000000,10367,7651219
1458298394364000.0,1000000,7966,3127399
1458298395364000.0,1000000,9286,3345077
1458298396364000.0,1000000,11877,1693720
1458298397364000.0,1000000,12668,1724205
1458298398364000.0,1000000,14009,2769628
1458298399364000.0,1000000,9997,3733856
1458298400364000.0,1000000,39238,7056463
1458298401364000.0,1000000,16702,8824117
1458298402364000.0,1000000,20091,7118410
1458298403364000.0,1000000,20536,15450665
1458298404364000.0,1000000,12490,7474941
1458298405364000.0,1000000,14216,3981730
1458298406364000.0,1000000,11634,5940193
1458298407364000.0,1000000,71776,18827159
1458298408364000.0,1000000,17286,10011184
1458298409364000.0,1000000,8255,2353880
1458298410364000.0,1000000,7632,2286199
1458298411364000.0,1000000,148546,9625580
1458298412364000.0,1000000,10458,3949305
1458298413364000.0,1000000,9681,3920466
1458298414364000.0,1000000,11001,6738280
1458298415364000.0,1000000,5758,998050
1458298416364000.0,1000000,304252,253360515
1458298417364000.0,1000000,13079,1862986
1458298418364000.0,1000000,9462,1326752
1458298419364000.0,1000000,18220,13241683
1458298420364000.0,1000000,17708,5226636
1458298421364000.0,1000000,9185,1685640
1458298422364000.0,1000000,18494,7019016
1458298423364000.0,1000000,14265,5612608
1458298424364000.0,1000000,25710,4177946
1458298425364000.0,1000000,14658,7765380
1458298426364000.0,1000000,11078,2050929
1458298427364000.0,1000000,13238,2944463
1458298428364000.0,1000000,34133,8410635
1458298429364000.0,1000000,23901,8953137
1458298430364000.0,1000000,28825,6513937
1458298431364000.0,1000000,12032,3624086
1458298432364000.0,1000000,12946,5239047
1458298433364000.0,1000000,11927,3367725
1458298434364000.0,1000000,26283,3655138
1458298435364000.0,1000000,17926,8677394
1458298436364000.0,1000000,23495,25166995
1458298437364000.0,1000000,38436,5760480
1458298438364000.0,1000000,43230,41335339
1458298439364000.0,1000000,12603,3088839
1458298440364000.0,1000000,10130,2032499
1458298441364000.0,1000000,17704,10535470
1458298442364000.0,1000000,26909,18246677
1458298443364000.0,1000000,11996,2197238
1458298444364000.0,1000000,25793,11981161
1458298445364000.0,1000000,14421,6878738
1458298446364000.0,1000000,8688,2157450
1458298447364000.0,1000000,11509,7751716
1458298448364000.0,1000000,11301,2793605
1458298449364000.0,1000000,20331,18578531
1458298450364000.0,1000000,9328,1678473
1458298451364000.0,1000000,7288,1269276
1458298452364000.0,1000000,8481,1408836
1458298453364000.0,1000000,7789,2443394
1458298454364000.0,1000000,16460,12057479
1458298455364000.0,1000000,9635,3805096
1458298456364000.0,1000000,12225,8711988
1458298457364000.0,1000000,13633,8907606
1458298458364000.0,1000000,14234,10799465
1458298459364000.0,1000000,8943,1921179
1458298460364000.0,1000000,37576,17990848
1458298461364000.0,1000000,9919,1531810
1458298462364000.0,1000000,11236,7075788
1458298463364000.0,1000000,18764,7939832
1458298464364000.0,1000000,17769,8182821
1458298465364000.0,1000000,9738,3373987
1458298466364000.0,1000000,11281,5554500
1458298467364000.0,1000000,7858,1952833
1458298468364000.0,1000000,8948,2307542
1458298469364000.0,1000000,23446,22590875
1458298470364000.0,1000000,15772,9290593
1458298471364000.0,1000000,20307,5271036
1458298472364000.0,1000000,52697,9522486
1458298473364000.0,1000000,24821,17338706
1458298474364000.0,1000000,68692,86521650
1458298475364000.0,1000000,14393,3123547
1458298476364000.0,1000000,11116,3105582
1458298477364000.0,1000000,13588,2133543
1458298478364000.0,1000000,8833,2006829
1458298479364000.0,1000000,19418,8888016
1458298480364000.0,1000000,10493,3473392
1458298481364000.0,1000000,17354,8904046
1458298482364000.0,1000000,13785,2831379
1458298483364000.0,1000000,9337,2577946
1458298484364000.0,1000000,11742,4538321
1458298485364000.0,1000000,17056,2323419
1458298486364000.0,1000000,16037,5009463
1458298487364000.0,1000000,21480,6616340
1458298488364000.0,1000000,12160,2803019
1458298489364000.0,1000000,17909,9780867
1458298490364000.0,1000000,15646,5778257
1458298491364000.0,1000000,15541,10074945
1458298492364000.0,1000000,11151,3193277
1458298493364000.0,1000000,20459,4234212
1458298494364000.0,1000000,27147,5866693
1458298495364000.0,1000000,34280,27904840
1458298496364000.0,1000000,11110,6535422
1458298497364000.0,1000000,16353,9793076
1458298498364000.0,1000000,7385,2150598
1458298499364000.0,1000000,7226,2111860
1458298500364000.0,1000000,24788,24224277
1458298501364000.0,1000000,7882,1736478
1458298502364000.0,1000000,5681,1046013
1458298503364000.0,1000000,9931,2409612
1458298504364000.0,1000000,17873,17803105
1458298505364000.0,1000000,24752,18549675
1458298506364000.0,1000000,11481,5926658
1458298507364000.0,1000000,16475,1758592
1458298508364000.0,1000000,14271,7419327
1458298509364000.0,1000000,22237,12407042
1458298510364000.0,1000000,13808,5784941
1458298511364000.0,1000000,16347,15414010
1458298512364000.0,1000000,6391,1591652
1458298513364000.0,1000000,16841,3639565
1458298514364000.0,1000000,9766,1668344
1458298515364000.0,1000000,27012,10642458
1458298516364000.0,1000000,11887,7699646
1458298517364000.0,1000000,12115,3255243
1458298518364000.0,1000000,45644,17894679
1458298519364000.0,1000000,11432,4139784
1458298520364000.0,1000000,15893,6511736
1458298521364000.0,1000000,16801,4667331
1458298522364000.0,1000000,29283,15966404
1458298523364000.0,1000000,14681,6992089
1458298524364000.0,1000000,26069,16633465
1458298525364000.0,1000000,22331,10123245
1458298526364000.0,1000000,18809,5980475
1458298527364000.0,1000000,20932,7940721
1458298528364000.0,1000000,11873,3832540
1458298529364000.0,1000000,8960,1167856
1458298530364000.0,1000000,16349,4657964
1458298531364000.0,1000000,13051,9050583
1458298532364000.0,1000000,15478,9587886
1458298533364000.0,1000000,8499,3464577
1458298534364000.0,1000000,21259,12153214
1458298535364000.0,1000000,8526,2177284
1458298536364000.0,1000000,12323,5305870
1458298537364000.0,1000000,18064,5864058
1458298538364000.0,1000000,12135,7090759
1458298539364000.0,1000000,11626,6798919
1458298540364000.0,1000000,10787,4310007
1458298541364000.0,1000000,12781,1903852
1458298542364000.0,1000000,10634,2226293
1458298543364000.0,1000000,6309,1397655
1458298544364000.0,1000000,14802,8824391
1458298545364000.0,1000000,7472,2410544
1458298546364000.0,1000000,60932,55621078
1458298547364000.0,1000000,20273,10407003
1458298548364000.0,1000000,12529,6506271
1458298549364000.0,1000000,30312,4128591
1458298550364000.0,1000000,9965,4095567
1458298551364000.0,1000000,10899,7377799
1458298552364000.0,1000000,11046,8485977
1458298553364000.0,1000000,25132,14676219
1458298554364000.0,1000000,13592,9600518
1458298555364000.0,1000000,50142,15093864
1458298556364000.0,1000000,42025,33931538
1458298557364000.0,1000000,15737,5367802
1458298558364000.0,1000000,11628,2097976
1458298559364000.0,1000000,21330,17365660
1458298560364000.0,1000000,23040,12384950
1458298561364000.0,1000000,10094,4173672
1458298562364000.0,1000000,17298,6245187
1458298563364000.0,1000000,7324,1643758
1458298564364000.0,1000000,12624,4304967
1458298565364000.0,1000000,7101,1373489
1458298566364000.0,1000000,15103,2357550
1458298567364000.0,1000000,19519,10174043
1458298568364000.0,1000000,18641,13722750
1458298569364000.0,1000000,23169,5029588
1458298570364000.0,1000000,12019,9811325
1458298571364000.0,1000000,4586,1112485
1458298572364000.0,1000000,6435,1518443
1458298573364000.0,1000000,7020,2488220
1458298574364000.0,1000000,10568,1338106
1458298575364000.0,1000000,14509,3673833
1458298576364000.0,1000000,7465,1018939
1458298577364000.0,1000000,37448,48071111
1458298578364000.0,1000000,11830,1481841
1458298579364000.0,1000000,8013,1447082
1458298580364000.0,1000000,7099,1002655
1458298581364000.0,1000000,51932,22134750
1458298582364000.0,1000000,11937,6208989
1458298583364000.0,1000000,14966,8044821
1458298584364000.0,1000000,12498,2943212
1458298585364000.0,1000000,20710,6380587
1458298586364000.0,1000000,10872,6555434
1458298587364000.0,1000000,7909,3320496
1458298588364000.0,1000000,11981,3318481
1458298589364000.0,1000000,27853,6263877
1458298590364000.0,1000000,186359,268864221
1458298591364000.0,1000000,14985,10891703
1458298592364000.0,1000000,25252,18150894
1458298593364000.0,1000000,10034,1801015
1458298594364000.0,1000000,12073,2718994
1458298595364000.0,1000000,13942,8015075
1458298596364000.0,1000000,33432,6243492
1458298597364000.0,1000000,83965,69118432
1458298598364000.0,1000000,10702,1460205
1458298599364000.0,1000000,12737,8241065
1458298600364000.0,1000000,9803,3181816
1458298601364000.0,1000000,14734,7052551
1458298602364000.0,1000000,10707,4699279
1458298603364000.0,1000000,13352,7087439
1458298604364000.0,1000000,13760,3779749
1458298605364000.0,1000000,50400,7777194
1458298606364000.0,1000000,38652,44003947
1458298607364000.0,1000000,16407,2392822
1458298608364000.0,1000000,11968,6741214
1458298609364000.0,1000000,20263,4023274
1458298610364000.0,1000000,14310,5690174
1458298611364000.0,1000000,10407,3232949
1458298612364000.0,1000000,14246,9909824
1458298613364000.0,1000000,15793,13286334
1458298614364000.0,1000000,14272,7531222
1458298615364000.0,1000000,13583,6001086
1458298616364000.0,1000000,18201,8759141
1458298617364000.0,1000000,12005,3992158
1458298618364000.0,1000000,11491,6436452
1458298619364000.0,1000000,46431,57992698
1458298620364000.0,1000000,20620,14433287
1458298621364000.0,1000000,10517,3061682
1458298622364000.0,1000000,8366,2264921
1458298623364000.0,1000000,18287,7681510
1458298624364000.0,1000000,55133,11749137
1458298625364000.0,1000000,10591,1741060
1458298626364000.0,1000000,10622,3069998
1458298627364000.0,1000000,16918,8139241
1458298628364000.0,1000000,53449,69527926
1458298629364000.0,1000000,17628,10515654
1458298630364000.0,1000000,18255,8409930
1458298631364000.0,1000000,15271,2124743
1458298632364000.0,1000000,24812,7278493
1458298633364000.0,1000000,11532,2142450
1458298634364000.0,1000000,22490,2168377
1458298635364000.0,1000000,9903,2639640
1458298636364000.0,1000000,15127,3107612
1458298637364000.0,1000000,7507,1085077
1458298638364000.0,1000000,9981,3327992
1458298639364000.0,1000000,25141,1514232
1458298640364000.0,1000000,15073,1746670
1458298641364000.0,1000000,17652,2796962
1458298642364000.0,1000000,12021,2943914
1458298643364000.0,1000000,29546,3987951
1458298644364000.0,1000000,11157,2427852
1458298645364000.0,1000000,22860,3851668
1458298646364000.0,1000000,12920,3231011
1458298647364000.0,1000000,11461,3522593
1458298648364000.0,1000000,19905,8131532
1458298649364000.0,1000000,11326,4680061
1458298650364000.0,1000000,25409,4221612
1458298651364000.0,1000000,7212,2617723
1458298652364000.0,1000000,16872,9483733
1458298653364000.0,1000000,12400,3338243
1458298654364000.0,1000000,10140,2416059
1458298655364000.0,1000000,36552,36876223
1458298656364000.0,1000000,15281,6549391
1458298657364000.0,1000000,10180,5003943
1458298658364000.0,1000000,9335,4973922
1458298659364000.0,1000000,260472,29502412
1458298660364000.0,1000000,9078,2416151
1458298661364000.0,1000000,8628,3882983
1458298662364000.0,1000000,12184,1794483
1458298663364000.0,1000000,16206,8061673
1458298664364000.0,1000000,11814,3778267
1458298665364000.0,1000000,12029,5415960
1458298666364000.0,1000000,8493,3498301
1458298667364000.0,1000000,9096,2603683
1458298668364000.0,1000000,27143,3438361
1458298669364000.0,1000000,13688,8114958
1458298670364000.0,1000000,10491,6657497
1458298671364000.0,1000000,6171,1169124
1458298672364000.0,1000000,13395,11021262
1458298673364000.0,1000000,247872,249187555
1458298674364000.0,1000000,30395,5951893
1458298675364000.0,1000000,51484,6595692
1458298676364000.0,1000000,11125,1313040
1458298677364000.0,1000000,14148,3128012
1458298678364000.0,1000000,66999,68116837
1458298679364000.0,1000000,17280,4459433
1458298680364000.0,1000000,23538,20400797
1458298681364000.0,1000000,16287,5675822
1458298682364000.0,1000000,13673,6255858
1458298683364000.0,1000000,24278,20630231
1458298684364000.0,1000000,18393,8689255
1458298685364000.0,1000000,13232,5150590
1458298686364000.0,1000000,12104,2662213
1458298687364000.0,1000000,9250,4212330
1458298688364000.0,1000000,13905,6280502
1458298689364000.0,1000000,20121,19353026
1458298690364000.0,1000000,24316,12912521
1458298691364000.0,1000000,19684,18328601
1458298692364000.0,1000000,9496,1782906
1458298693364000.0,1000000,13836,7049871
1458298694364000.0,1000000,16270,7054444
1458298695364000.0,1000000,8935,2136370
1458298696364000.0,1000000,9095,1532940
1458298697364000.0,1000000,31117,32761583
1458298698364000.0,1000000,11566,6405522
1458298699364000.0,1000000,8090,2098400
1458298700364000.0,1000000,6777,1429790
1458298701364000.0,1000000,26911,12960510
1458298702364000.0,1000000,22504,16435296
1458298703364000.0,1000000,6063,1250932
1458298704364000.0,1000000,16570,3301629
1458298705364000.0,1000000,19703,8808823
1458298706364000.0,1000000,11129,3925935
1458298707364000.0,1000000,11236,2883776
1458298708364000.0,1000000,13317,4676353
1458298709364000.0,1000000,24028,16728705
1458298710364000.0,1000000,6835,1114969
1458298711364000.0,1000000,11760,2162497
1458298712364000.0,1000000,8269,2839739
1458298713364000.0,1000000,6764,1750339
1458298714364000.0,1000000,16613,11367505
1458298715364000.0,1000000,37954,9103875
1458298716364000.0,1000000,22611,16253708
1458298717364000.0,1000000,9184,3185679
1458298718364000.0,1000000,7526,3416264
1458298719364000.0,1000000,158922,11991974
1458298720364000.0,1000000,8329,4668804
1458298721364000.0,1000000,8838,5598501
1458298722364000.0,1000000,6288,1019501
1458298723364000.0,1000000,6843,2260538
1458298724364000.0,1000000,21121,20344371
1458298725364000.0,1000000,280303,233967595
1458298726364000.0,1000000,13169,1874765
1458298727364000.0,1000000,11594,2017492
1458298728364000.0,1000000,9182,1590334
1458298729364000.0,1000000,18520,3478498
1458298730364000.0,1000000,25462,6650765
1458298731364000.0,1000000,28417,2905693
1458298732364000.0,1000000,12593,3106730
1458298733364000.0,1000000,19279,8547113
1458298734364000.0,1000000,12147,6355750
1458298735364000.0,1000000,23115,6731651
1458298736364000.0,1000000,12860,2053954
1458298737364000.0,1000000,12596,7116184
1458298738364000.0,1000000,23326,3275411
1458298739364000.0,1000000,38818,48802571
1458298740364000.0,1000000,18880,9899324
1458298741364000.0,1000000,35598,44657111
1458298742364000.0,1000000,25755,4743292
1458298743364000.0,1000000,9684,3254909
1458298744364000.0,1000000,8297,3893177
1458298745364000.0,1000000,65456,77066852
1458298746364000.0,1000000,14562,2304055
1458298747364000.0,1000000,18232,6422360
1458298748364000.0,1000000,49102,18406960
1458298749364000.0,1000000,12088,2344314
1458298750364000.0,1000000,12459,5181872
1458298751364000.0,1000000,29911,11607787
1458298752364000.0,1000000,11794,4589343
1458298753364000.0,1000000,18227,2932022
1458298754364000.0,1000000,11365,6579142
1458298755364000.0,1000000,10788,1587460
1458298756364000.0,1000000,11594,4680530
1458298757364000.0,1000000,12635,7278246
1458298758364000.0,1000000,9836,1640348
1458298759364000.0,1000000,12662,2528539
1458298760364000.0,1000000,9675,3019894
1458298761364000.0,1000000,6886,2045628
1458298762364000.0,1000000,16224,10368850
1458298763364000.0,1000000,17280,1995189
1458298764364000.0,1000000,8928,1853394
1458298765364000.0,1000000,17273,7106966
1458298766364000.0,1000000,13884,5175482
1458298767364000.0,1000000,8134,885616
1458298768364000.0,1000000,26314,20719792
1458298769364000.0,1000000,15170,7904497
1458298770364000.0,1000000,11705,5548833
1458298771364000.0,1000000,11715,1625127
1458298772364000.0,1000000,21690,9442286
1458298773364000.0,1000000,17298,3239080
1458298774364000.0,1000000,13107,5820870
1458298775364000.0,1000000,21103,20103877
1458298776364000.0,1000000,14571,2430627
1458298777364000.0,1000000,12384,3012414
1458298778364000.0,1000000,9187,1270991
1458298779364000.0,1000000,58460,7355651
1458298780364000.0,1000000,15679,5998792
1458298781364000.0,1000000,10990,9106075
1458298782364000.0,1000000,6461,1140347
1458298783364000.0,1000000,13007,3525469
1458298784364000.0,1000000,9406,1536091
1458298785364000.0,1000000,28396,13444463
