ts,td,pkt,byt
1489536986551000.0,10000000,19,1594
1489536996551000.0,10000000,0,0
1489537006551000.0,10000000,8,714
1489537016551000.0,10000000,8,676
1489537026551000.0,10000000,17,1410
1489537036551000.0,10000000,12,1040
1489537046551000.0,10000000,14,1312
1489537056551000.0,10000000,9,578
1489537066551000.0,10000000,6,564
1489537076551000.0,10000000,7,622
1489537086551000.0,10000000,19,1522
1489537096551000.0,10000000,10,938
1489537106551000.0,10000000,13,1186
1489537116551000.0,10000000,8,913
1489537126551000.0,10000000,9,734
1489537136551000.0,10000000,17,1575
1489537146551000.0,10000000,16,1390
1489537156551000.0,10000000,12,1016
1489537166551000.0,10000000,21,3306
1489537176551000.0,10000000,1,58
1489537186551000.0,10000000,23,3034
1489537196551000.0,10000000,3,282
1489537206551000.0,10000000,17,1506
1489537216551000.0,10000000,10,812
1489537226551000.0,10000000,14,1128
1489537236551000.0,10000000,3,194
1489537246551000.0,10000000,7,656
1489537256551000.0,10000000,15,1312
1489537266551000.0,10000000,12,1128
1489537276551000.0,10000000,12,1040
1489537286551000.0,10000000,21,1706
1489537296551000.0,10000000,0,0
1489537306551000.0,10000000,10,826
1489537316551000.0,10000000,7,622
1489537326551000.0,10000000,14,1639
1489537336551000.0,10000000,21,1522
1489537346551000.0,10000000,14,1312
1489537356551000.0,10000000,3,242
1489537366551000.0,10000000,7,622
1489537376551000.0,10000000,6,564
1489537386551000.0,10000000,13,1186
1489537396551000.0,10000000,11,996
1489537406551000.0,10000000,14,1482
1489537416551000.0,10000000,3,170
1489537426551000.0,10000000,7,656
1489537436551000.0,10000000,7,622
1489537446551000.0,10000000,22,1750
1489537456551000.0,10000000,9,846
1489537466551000.0,10000000,13,1186
1489537476551000.0,10000000,5,316
1489537486551000.0,10000000,15,1360
1489537496551000.0,10000000,4,340
1489537506551000.0,10000000,16,1448
1489537516551000.0,10000000,19,1619
1489537526551000.0,10000000,13,1186
1489537536551000.0,10000000,4,272
1489537546551000.0,10000000,13,1285
1489537556551000.0,10000000,4,374
1489537566551000.0,10000000,27,2086
1489537576551000.0,10000000,10,1108
1489537586551000.0,10000000,19,1560
1489537596551000.0,10000000,3,393
1489537606551000.0,10000000,7,656
1489537616551000.0,10000000,6,452
1489537626551000.0,10000000,15,1410
1489537636551000.0,10000000,10,904
1489537646551000.0,10000000,19,1618
1489537656551000.0,10000000,1,92
1489537666551000.0,10000000,7,622
1489537676551000.0,10000000,11,768
1489537686551000.0,10000000,15,1410
1489537696551000.0,10000000,13,1108
1489537706551000.0,10000000,12,1128
1489537716551000.0,10000000,3,242
1489537726551000.0,10000000,7,622
1489537736551000.0,10000000,3,282
1489537746551000.0,10000000,25,2032
1489537756551000.0,10000000,12,1016
1489537766551000.0,10000000,12,1128
1489537776551000.0,10000000,2,150
1489537786551000.0,10000000,13,1006
1489537796551000.0,10000000,12,788
1489537806551000.0,10000000,21,1880
1489537816551000.0,10000000,8,700
1489537826551000.0,10000000,10,904
1489537836551000.0,10000000,4,437
1489537846551000.0,10000000,5,636
1489537856551000.0,10000000,7,937
1489537866551000.0,10000000,19,1658
1489537876551000.0,10000000,10,904
1489537886551000.0,10000000,22,3364
1489537896551000.0,10000000,1,92
1489537906551000.0,10000000,19,2360
1489537916551000.0,10000000,6,854
1489537926551000.0,10000000,15,1410
1489537936551000.0,10000000,13,958
1489537946551000.0,10000000,19,1730
1489537956551000.0,10000000,1,58
1489537966551000.0,10000000,14,1050
1489537976551000.0,10000000,5,636
1489537986551000.0,10000000,16,1468
1489537996551000.0,10000000,9,768
1489538006551000.0,10000000,20,1692
1489538016551000.0,10000000,9,578
1489538026551000.0,10000000,8,564
1489538036551000.0,10000000,7,622
1489538046551000.0,10000000,18,1638
1489538056551000.0,10000000,9,1133
1489538066551000.0,10000000,16,1468
1489538076551000.0,10000000,1,92
1489538086551000.0,10000000,13,894
1489538096551000.0,10000000,4,340
1489538106551000.0,10000000,20,1822
1489538116551000.0,10000000,9,758
1489538126551000.0,10000000,14,1448
1489538136551000.0,10000000,7,554
1489538146551000.0,10000000,2,150
1489538156551000.0,10000000,9,768
1489538166551000.0,10000000,22,1828
1489538176551000.0,10000000,9,758
1489538186551000.0,10000000,13,1220
1489538196551000.0,10000000,11,768
1489538206551000.0,10000000,4,374
1489538216551000.0,10000000,12,1108
1489538226551000.0,10000000,21,1746
1489538236551000.0,10000000,10,977
1489538246551000.0,10000000,25,1954
1489538256551000.0,10000000,7,518
1489538266551000.0,10000000,5,432
1489538276551000.0,10000000,9,1173
1489538286551000.0,10000000,16,1468
1489538296551000.0,10000000,8,714
1489538306551000.0,10000000,10,1108
1489538316551000.0,10000000,10,1049
1489538326551000.0,10000000,6,452
1489538336551000.0,10000000,6,564
1489538346551000.0,10000000,19,1696
1489538356551000.0,10000000,12,900
1489538366551000.0,10000000,10,904
1489538376551000.0,10000000,8,714
1489538386551000.0,10000000,7,554
1489538396551000.0,10000000,13,958
1489538406551000.0,10000000,21,1880
1489538416551000.0,10000000,8,700
1489538426551000.0,10000000,13,958
1489538436551000.0,10000000,10,836
1489538446551000.0,10000000,2,150
1489538456551000.0,10000000,14,1050
1489538466551000.0,10000000,17,1546
1489538476551000.0,10000000,20,1376
1489538486551000.0,10000000,10,938
1489538496551000.0,10000000,10,1398
1489538506551000.0,10000000,5,432
1489538516551000.0,10000000,6,564
1489538526551000.0,10000000,16,1468
1489538536551000.0,10000000,7,622
1489538546551000.0,10000000,16,1448
1489538556551000.0,10000000,7,714
1489538566551000.0,10000000,4,525
1489538576551000.0,10000000,11,1311
1489538586551000.0,10000000,22,1804
1489538596551000.0,10000000,9,1170
1489538606551000.0,10000000,12,1016
1489538616551000.0,10000000,17,2902
1489538626551000.0,10000000,3,282
1489538636551000.0,10000000,13,2014
1489538646551000.0,10000000,19,1658
1489538656551000.0,10000000,11,846
1489538666551000.0,10000000,10,904
1489538676551000.0,10000000,7,656
1489538686551000.0,10000000,14,948
1489538696551000.0,10000000,8,918
1489538706551000.0,10000000,30,2314
1489538716551000.0,10000000,9,792
1489538726551000.0,10000000,15,1186
1489538736551000.0,10000000,6,476
1489538746551000.0,10000000,1,92
1489538756551000.0,10000000,10,826
1489538766551000.0,10000000,20,1716
1489538776551000.0,10000000,10,1211
1489538786551000.0,10000000,8,714
1489538796551000.0,10000000,11,996
1489538806551000.0,10000000,4,374
1489538816551000.0,10000000,9,734
1489538826551000.0,10000000,15,1410
1489538836551000.0,10000000,7,622
1489538846551000.0,10000000,18,1540
1489538856551000.0,10000000,6,564
1489538866551000.0,10000000,6,452
1489538876551000.0,10000000,5,432
1489538886551000.0,10000000,19,1784
1489538896551000.0,10000000,8,714
1489538906551000.0,10000000,8,676
1489538916551000.0,10000000,16,1312
1489538926551000.0,10000000,4,340
1489538936551000.0,10000000,4,544
1489538946551000.0,10000000,22,1750
1489538956551000.0,10000000,10,1089
1489538966551000.0,10000000,18,1240
1489538976551000.0,10000000,10,938
1489538986551000.0,10000000,8,612
1489538996551000.0,10000000,6,857
1489539006551000.0,10000000,20,1822
1489539016551000.0,10000000,12,1040
1489539026551000.0,10000000,6,845
1489539036551000.0,10000000,11,982
1489539046551000.0,10000000,4,262
1489539056551000.0,10000000,5,432
1489539066551000.0,10000000,19,1654
1489539076551000.0,10000000,18,1376
1489539086551000.0,10000000,8,714
1489539096551000.0,10000000,10,938
1489539106551000.0,10000000,11,768
1489539116551000.0,10000000,3,282
1489539126551000.0,10000000,15,1298
1489539136551000.0,10000000,13,1186
1489539146551000.0,10000000,10,884
1489539156551000.0,10000000,7,622
1489539166551000.0,10000000,7,506
1489539176551000.0,10000000,8,636
1489539186551000.0,10000000,21,1634
1489539196551000.0,10000000,20,1614
1489539206551000.0,10000000,4,340
1489539216551000.0,10000000,23,1818
1489539226551000.0,10000000,4,340
1489539236551000.0,10000000,4,340
1489539246551000.0,10000000,15,1356
1489539256551000.0,10000000,16,1240
1489539266551000.0,10000000,6,452
1489539276551000.0,10000000,16,2147
1489539286551000.0,10000000,9,874
1489539296551000.0,10000000,5,583
1489539306551000.0,10000000,18,1802
1489539316551000.0,10000000,21,1658
1489539326551000.0,10000000,11,2368
1489539336551000.0,10000000,19,1570
1489539346551000.0,10000000,8,1552
1489539356551000.0,10000000,3,282
1489539366551000.0,10000000,25,2172
1489539376551000.0,10000000,12,1128
1489539386551000.0,10000000,5,432
1489539396551000.0,10000000,13,1186
1489539406551000.0,10000000,6,728
1489539416551000.0,10000000,4,340
1489539426551000.0,10000000,13,1186
1489539436551000.0,10000000,12,1128
1489539446551000.0,10000000,10,772
1489539456551000.0,10000000,12,1040
1489539466551000.0,10000000,3,282
1489539476551000.0,10000000,10,676
1489539486551000.0,10000000,16,1823
1489539496551000.0,10000000,14,1278
1489539506551000.0,10000000,9,618
1489539516551000.0,10000000,15,1370
1489539526551000.0,10000000,4,340
1489539536551000.0,10000000,3,282
1489539546551000.0,10000000,19,1468
1489539556551000.0,10000000,15,1298
1489539566551000.0,10000000,5,636
1489539576551000.0,10000000,13,1186
1489539586551000.0,10000000,10,724
1489539596551000.0,10000000,12,788
1489539606551000.0,10000000,14,1224
1489539616551000.0,10000000,18,1638
1489539626551000.0,10000000,4,340
1489539636551000.0,10000000,17,1458
1489539646551000.0,10000000,1,92
1489539656551000.0,10000000,6,694
1489539666551000.0,10000000,10,812
1489539676551000.0,10000000,19,1847
1489539686551000.0,10000000,5,432
1489539696551000.0,10000000,12,1128
1489539706551000.0,10000000,12,860
1489539716551000.0,10000000,6,857
1489539726551000.0,10000000,9,846
1489539736551000.0,10000000,22,1804
1489539746551000.0,10000000,9,1107
1489539756551000.0,10000000,12,1040
1489539766551000.0,10000000,10,676
1489539776551000.0,10000000,3,282
1489539786551000.0,10000000,12,1088
1489539796551000.0,10000000,15,1332
1489539806551000.0,10000000,11,846
1489539816551000.0,10000000,21,1706
1489539826551000.0,10000000,8,564
1489539836551000.0,10000000,6,452
1489539846551000.0,10000000,12,1074
1489539856551000.0,10000000,10,792
1489539866551000.0,10000000,11,958
1489539876551000.0,10000000,14,1278
1489539886551000.0,10000000,6,476
1489539896551000.0,10000000,3,282
1489539906551000.0,10000000,15,1244
1489539916551000.0,10000000,14,1224
1489539926551000.0,10000000,9,846
1489539936551000.0,10000000,21,1658
1489539946551000.0,10000000,2,150
1489539956551000.0,10000000,4,374
1489539966551000.0,10000000,15,1094
1489539976551000.0,10000000,9,846
1489539986551000.0,10000000,11,996
1489539996551000.0,10000000,18,1464
1489540006551000.0,10000000,5,747
1489540016551000.0,10000000,10,977
1489540026551000.0,10000000,9,846
1489540036551000.0,10000000,11,1166
1489540046551000.0,10000000,30,3758
1489540056551000.0,10000000,14,1152
1489540066551000.0,10000000,6,1368
1489540076551000.0,10000000,6,564
1489540086551000.0,10000000,12,1088
1489540096551000.0,10000000,13,1510
1489540106551000.0,10000000,9,846
1489540116551000.0,10000000,15,1370
1489540126551000.0,10000000,3,170
1489540136551000.0,10000000,8,918
1489540146551000.0,10000000,14,1148
1489540156551000.0,10000000,12,900
1489540166551000.0,10000000,10,904
1489540176551000.0,10000000,16,1962
1489540186551000.0,10000000,4,272
1489540196551000.0,10000000,13,958
1489540206551000.0,10000000,11,942
1489540216551000.0,10000000,13,1493
1489540226551000.0,10000000,17,1332
1489540236551000.0,10000000,14,1264
1489540246551000.0,10000000,2,150
1489540256551000.0,10000000,14,1050
1489540266551000.0,10000000,8,700
1489540276551000.0,10000000,21,1522
1489540286551000.0,10000000,11,1200
1489540296551000.0,10000000,13,1186
1489540306551000.0,10000000,2,150
1489540316551000.0,10000000,7,656
1489540326551000.0,10000000,12,1040
1489540336551000.0,10000000,10,904
1489540346551000.0,10000000,13,1166
1489540356551000.0,10000000,18,1492
1489540366551000.0,10000000,0,0
1489540376551000.0,10000000,7,622
1489540386551000.0,10000000,17,1502
1489540396551000.0,10000000,13,1365
1489540406551000.0,10000000,14,1128
1489540416551000.0,10000000,14,1312
1489540426551000.0,10000000,9,506
1489540436551000.0,10000000,7,622
1489540446551000.0,10000000,14,1591
1489540456551000.0,10000000,13,958
1489540466551000.0,10000000,9,846
1489540476551000.0,10000000,18,1895
1489540486551000.0,10000000,5,330
1489540496551000.0,10000000,6,564
1489540506551000.0,10000000,25,1842
1489540516551000.0,10000000,11,982
1489540526551000.0,10000000,11,996
1489540536551000.0,10000000,15,1322
1489540546551000.0,10000000,1,92
1489540556551000.0,10000000,8,714
1489540566551000.0,10000000,9,758
1489540576551000.0,10000000,9,846
1489540586551000.0,10000000,13,1108
1489540596551000.0,10000000,13,1186
1489540606551000.0,10000000,3,809
1489540616551000.0,10000000,14,1050
1489540626551000.0,10000000,6,564
1489540636551000.0,10000000,15,1322
1489540646551000.0,10000000,19,1502
1489540656551000.0,10000000,9,758
1489540666551000.0,10000000,1,58
1489540676551000.0,10000000,6,564
1489540686551000.0,10000000,18,1240
1489540696551000.0,10000000,15,1404
1489540706551000.0,10000000,10,904
1489540716551000.0,10000000,18,1725
1489540726551000.0,10000000,1,262
1489540736551000.0,10000000,8,865
1489540746551000.0,10000000,18,1298
1489540756551000.0,10000000,15,1390
1489540766551000.0,10000000,21,3194
1489540776551000.0,10000000,12,1128
1489540786551000.0,10000000,10,1640
1489540796551000.0,10000000,7,622
1489540806551000.0,10000000,10,884
1489540816551000.0,10000000,21,2098
1489540826551000.0,10000000,7,622
1489540836551000.0,10000000,11,982
1489540846551000.0,10000000,8,486
1489540856551000.0,10000000,8,918
1489540866551000.0,10000000,6,476
1489540876551000.0,10000000,18,1464
1489540886551000.0,10000000,11,996
1489540896551000.0,10000000,13,1186
1489540906551000.0,10000000,1,92
1489540916551000.0,10000000,14,1050
1489540926551000.0,10000000,10,788
1489540936551000.0,10000000,17,1434
1489540946551000.0,10000000,18,1847
1489540956551000.0,10000000,8,700
1489540966551000.0,10000000,1,58
1489540976551000.0,10000000,13,958
1489540986551000.0,10000000,13,958
1489540996551000.0,10000000,15,1370
1489541006551000.0,10000000,12,1292
1489541016551000.0,10000000,15,1298
1489541026551000.0,10000000,2,150
1489541036551000.0,10000000,6,564
1489541046551000.0,10000000,16,1186
1489541056551000.0,10000000,9,846
1489541066551000.0,10000000,10,904
1489541076551000.0,10000000,19,1556
1489541086551000.0,10000000,5,330
1489541096551000.0,10000000,7,622
1489541106551000.0,10000000,11,1146
1489541116551000.0,10000000,22,1901
1489541126551000.0,10000000,11,996
1489541136551000.0,10000000,14,1264
1489541146551000.0,10000000,8,486
1489541156551000.0,10000000,7,656
1489541166551000.0,10000000,8,993
1489541176551000.0,10000000,21,1634
1489541186551000.0,10000000,15,1220
1489541196551000.0,10000000,17,1827
1489541206551000.0,10000000,1,92
1489541216551000.0,10000000,10,826
1489541226551000.0,10000000,7,622
1489541236551000.0,10000000,14,1264
1489541246551000.0,10000000,20,1560
1489541256551000.0,10000000,8,700
1489541266551000.0,10000000,3,170
1489541276551000.0,10000000,7,622
1489541286551000.0,10000000,6,564
1489541296551000.0,10000000,14,1278
1489541306551000.0,10000000,17,1366
1489541316551000.0,10000000,15,1370
1489541326551000.0,10000000,1,58
1489541336551000.0,10000000,6,564
1489541346551000.0,10000000,13,904
1489541356551000.0,10000000,15,1322
1489541366551000.0,10000000,9,846
1489541376551000.0,10000000,27,2008
1489541386551000.0,10000000,4,272
1489541396551000.0,10000000,11,846
1489541406551000.0,10000000,7,602
1489541416551000.0,10000000,22,1828
1489541426551000.0,10000000,8,714
1489541436551000.0,10000000,14,1264
1489541446551000.0,10000000,9,729
1489541456551000.0,10000000,6,879
1489541466551000.0,10000000,6,476
1489541476551000.0,10000000,19,1522
1489541486551000.0,10000000,19,3286
1489541496551000.0,10000000,15,1322
1489541506551000.0,10000000,8,1514
1489541516551000.0,10000000,11,846
1489541526551000.0,10000000,5,432
1489541536551000.0,10000000,17,1546
1489541546551000.0,10000000,22,2074
1489541556551000.0,10000000,8,700
1489541566551000.0,10000000,1,58
1489541576551000.0,10000000,18,1444
1489541586551000.0,10000000,6,452
1489541596551000.0,10000000,17,1560
1489541606551000.0,10000000,11,1030
1489541616551000.0,10000000,17,1482
1489541626551000.0,10000000,3,170
1489541636551000.0,10000000,6,564
1489541646551000.0,10000000,7,568
1489541656551000.0,10000000,16,1392
1489541666551000.0,10000000,6,564
1489541676551000.0,10000000,25,2407
1489541686551000.0,10000000,4,272
1489541696551000.0,10000000,7,622
1489541706551000.0,10000000,14,996
1489541716551000.0,10000000,17,1546
1489541726551000.0,10000000,8,884
1489541736551000.0,10000000,20,1750
1489541746551000.0,10000000,6,374
1489541756551000.0,10000000,5,432
1489541766551000.0,10000000,8,700
1489541776551000.0,10000000,26,1916
1489541786551000.0,10000000,7,656
1489541796551000.0,10000000,22,1828
1489541806551000.0,10000000,1,92
1489541816551000.0,10000000,9,622
1489541826551000.0,10000000,8,714
1489541836551000.0,10000000,16,1769
1489541846551000.0,10000000,17,1278
1489541856551000.0,10000000,11,982
1489541866551000.0,10000000,3,170
1489541876551000.0,10000000,4,340
1489541886551000.0,10000000,6,564
1489541896551000.0,10000000,19,2077
1489541906551000.0,10000000,14,1050
1489541916551000.0,10000000,17,1909
1489541926551000.0,10000000,4,340
1489541936551000.0,10000000,5,394
1489541946551000.0,10000000,16,1758
1489541956551000.0,10000000,17,1458
1489541966551000.0,10000000,6,564
1489541976551000.0,10000000,27,2008
1489541986551000.0,10000000,5,418
1489541996551000.0,10000000,4,340
1489542006551000.0,10000000,13,1054
1489542016551000.0,10000000,17,1546
1489542026551000.0,10000000,9,1306
1489542036551000.0,10000000,14,1186
1489542046551000.0,10000000,12,938
1489542056551000.0,10000000,7,544
1489542066551000.0,10000000,8,700
1489542076551000.0,10000000,13,1186
1489542086551000.0,10000000,8,714
1489542096551000.0,10000000,11,982
1489542106551000.0,10000000,14,1050
1489542116551000.0,10000000,3,282
1489542126551000.0,10000000,10,1398
1489542136551000.0,10000000,21,1658
1489542146551000.0,10000000,8,748
1489542156551000.0,10000000,11,894
1489542166551000.0,10000000,8,938
1489542176551000.0,10000000,14,900
1489542186551000.0,10000000,7,826
1489542196551000.0,10000000,19,2074
1489542206551000.0,10000000,10,996
1489542216551000.0,10000000,21,3310
1489542226551000.0,10000000,7,622
1489542236551000.0,10000000,14,1554
1489542246551000.0,10000000,8,700
1489542256551000.0,10000000,17,1458
1489542266551000.0,10000000,8,676
1489542276551000.0,10000000,17,1734
1489542286551000.0,10000000,13,1006
1489542296551000.0,10000000,5,636
1489542306551000.0,10000000,6,476
1489542316551000.0,10000000,19,1696
1489542326551000.0,10000000,6,564
1489542336551000.0,10000000,18,1376
1489542346551000.0,10000000,8,748
1489542356551000.0,10000000,4,262
1489542366551000.0,10000000,15,1094
1489542376551000.0,10000000,19,1522
1489542386551000.0,10000000,8,714
1489542396551000.0,10000000,8,700
1489542406551000.0,10000000,12,1337
1489542416551000.0,10000000,4,340
1489542426551000.0,10000000,6,564
1489542436551000.0,10000000,22,1750
1489542446551000.0,10000000,9,1010
1489542456551000.0,10000000,13,1006
1489542466551000.0,10000000,7,622
1489542476551000.0,10000000,3,282
1489542486551000.0,10000000,7,622
1489542496551000.0,10000000,20,1726
1489542506551000.0,10000000,9,734
1489542516551000.0,10000000,9,806
1489542526551000.0,10000000,11,1030
1489542536551000.0,10000000,10,676
1489542546551000.0,10000000,10,850
1489542556551000.0,10000000,14,1361
1489542566551000.0,10000000,20,1556
1489542576551000.0,10000000,8,714
1489542586551000.0,10000000,14,1176
1489542596551000.0,10000000,3,282
1489542606551000.0,10000000,10,772
1489542616551000.0,10000000,23,2403
1489542626551000.0,10000000,6,564
1489542636551000.0,10000000,16,1337
1489542646551000.0,10000000,12,1292
1489542656551000.0,10000000,5,432
1489542666551000.0,10000000,12,812
1489542676551000.0,10000000,12,1128
1489542686551000.0,10000000,11,996
1489542696551000.0,10000000,12,924
1489542706551000.0,10000000,10,826
1489542716551000.0,10000000,4,340
1489542726551000.0,10000000,3,282
1489542736551000.0,10000000,22,1750
1489542746551000.0,10000000,15,1826
1489542756551000.0,10000000,8,612
1489542766551000.0,10000000,17,1182
1489542776551000.0,10000000,6,452
1489542786551000.0,10000000,8,564
1489542796551000.0,10000000,16,1502
1489542806551000.0,10000000,15,1186
1489542816551000.0,10000000,10,932
1489542826551000.0,10000000,10,904
1489542836551000.0,10000000,16,1584
1489542846551000.0,10000000,7,568
1489542856551000.0,10000000,16,1288
1489542866551000.0,10000000,6,564
1489542876551000.0,10000000,8,714
1489542886551000.0,10000000,15,1419
1489542896551000.0,10000000,4,525
1489542906551000.0,10000000,11,1034
1489542916551000.0,10000000,15,1322
1489542926551000.0,10000000,20,3214
1489542936551000.0,10000000,13,1074
1489542946551000.0,10000000,20,2714
1489542956551000.0,10000000,4,340
1489542966551000.0,10000000,12,812
1489542976551000.0,10000000,9,846
1489542986551000.0,10000000,14,1278
1489542996551000.0,10000000,11,1156
1489543006551000.0,10000000,14,1370
1489543016551000.0,10000000,12,788
1489543026551000.0,10000000,6,452
1489543036551000.0,10000000,13,1132
1489543046551000.0,10000000,14,1312
1489543056551000.0,10000000,8,612
1489543066551000.0,10000000,10,904
1489543076551000.0,10000000,3,282
1489543086551000.0,10000000,4,340
1489543096551000.0,10000000,16,1390
1489543106551000.0,10000000,12,1128
1489543116551000.0,10000000,6,524
1489543126551000.0,10000000,22,2159
1489543136551000.0,10000000,4,340
1489543146551000.0,10000000,7,568
1489543156551000.0,10000000,13,1118
1489543166551000.0,10000000,15,1312
1489543176551000.0,10000000,4,340
1489543186551000.0,10000000,14,1264
1489543196551000.0,10000000,10,676
1489543206551000.0,10000000,7,602
1489543216551000.0,10000000,15,1322
1489543226551000.0,10000000,21,1630
1489543236551000.0,10000000,5,418
1489543246551000.0,10000000,27,2042
1489543256551000.0,10000000,5,432
1489543266551000.0,10000000,8,588
1489543276551000.0,10000000,10,1089
1489543286551000.0,10000000,18,1710
1489543296551000.0,10000000,8,588
1489543306551000.0,10000000,10,938
1489543316551000.0,10000000,6,452
1489543326551000.0,10000000,4,340
1489543336551000.0,10000000,9,792
1489543346551000.0,10000000,20,2169
1489543356551000.0,10000000,10,909
1489543366551000.0,10000000,8,884
1489543376551000.0,10000000,4,340
1489543386551000.0,10000000,3,282
1489543396551000.0,10000000,22,1614
1489543406551000.0,10000000,15,1410
1489543416551000.0,10000000,6,524
1489543426551000.0,10000000,17,1482
1489543436551000.0,10000000,3,282
1489543446551000.0,10000000,7,568
1489543456551000.0,10000000,20,1512
1489543466551000.0,10000000,6,564
1489543476551000.0,10000000,5,432
1489543486551000.0,10000000,18,1512
1489543496551000.0,10000000,8,564
1489543506551000.0,10000000,8,660
1489543516551000.0,10000000,11,982
1489543526551000.0,10000000,26,1916
1489543536551000.0,10000000,8,700
1489543546551000.0,10000000,15,1370
1489543556551000.0,10000000,7,544
1489543566551000.0,10000000,5,418
1489543576551000.0,10000000,7,622
1489543586551000.0,10000000,12,1050
1489543596551000.0,10000000,16,1264
1489543606551000.0,10000000,12,1239
1489543616551000.0,10000000,4,525
1489543626551000.0,10000000,11,938
1489543636551000.0,10000000,8,700
1489543646551000.0,10000000,22,3528
1489543656551000.0,10000000,20,1512
1489543666551000.0,10000000,14,2156
1489543676551000.0,10000000,3,170
1489543686551000.0,10000000,9,730
1489543696551000.0,10000000,10,938
1489543706551000.0,10000000,10,904
1489543716551000.0,10000000,16,1714
1489543726551000.0,10000000,25,1930
1489543736551000.0,10000000,2,354
1489543746551000.0,10000000,9,758
1489543756551000.0,10000000,17,1346
1489543766551000.0,10000000,0,0
1489543776551000.0,10000000,11,996
1489543786551000.0,10000000,23,1794
1489543796551000.0,10000000,0,0
1489543806551000.0,10000000,9,806
1489543816551000.0,10000000,13,1094
1489543826551000.0,10000000,14,1128
1489543836551000.0,10000000,18,1400
1489543846551000.0,10000000,15,1731
1489543856551000.0,10000000,11,690
1489543866551000.0,10000000,8,700
1489543876551000.0,10000000,9,1306
1489543886551000.0,10000000,15,1424
1489543896551000.0,10000000,14,1152
1489543906551000.0,10000000,11,996
1489543916551000.0,10000000,0,0
1489543926551000.0,10000000,20,1352
1489543936551000.0,10000000,8,700
1489543946551000.0,10000000,13,1180
1489543956551000.0,10000000,16,1288
1489543966551000.0,10000000,6,564
1489543976551000.0,10000000,1,58
1489543986551000.0,10000000,10,788
1489543996551000.0,10000000,14,1351
1489544006551000.0,10000000,10,904
1489544016551000.0,10000000,12,1292
1489544026551000.0,10000000,19,1522
1489544036551000.0,10000000,3,242
1489544046551000.0,10000000,9,792
1489544056551000.0,10000000,20,1512
1489544066551000.0,10000000,2,517
